,index,state,county,latitude,longitude
1113,1113,LA,Ouachita,32.4996112353,-92.1352982353
1114,1114,LA,Plaquemines,29.4676809091,-89.62454
1115,1115,LA,Pointe Coupee,30.680887,-91.5455134706
1116,1116,LA,Rapides,31.2166980333,-92.5317932
1117,1117,LA,Red River,32.05256725,-93.3421665
1118,1118,LA,Richland,32.4272414,-91.7411
1119,1119,LA,Sabine,31.6017778889,-93.566048
1120,1120,LA,Saint Bernard,29.9204968333,-89.9145731667
1121,1121,LA,Saint Charles,29.9421772727,-90.3818229091
1122,1122,LA,Saint Helena,30.6666435,-90.727153
1123,1123,LA,Saint James,30.0314095,-90.782265125
1124,1124,LA,Saint Landry,30.5842294,-92.0076701333
1125,1125,LA,Saint Martin,30.22215075,-91.8435865
1126,1126,LA,Saint Mary,29.7474722,-91.3913458
1127,1127,LA,Saint Tammany,30.45008215,-89.9530659
1128,1128,LA,St John The Baptist,30.0507015,-90.5747073333
1129,1129,LA,Tangipahoa,30.6267794706,-90.4426765294
1130,1130,LA,Tensas,31.921022,-91.2897506667
1131,1131,LA,Terrebonne,29.5445123077,-90.7642416923
1132,1132,LA,Union,32.8371353333,-92.4628616667
1133,1133,LA,Vermilion,29.967236125,-92.204274875
1134,1134,LA,Vernon,31.1001933571,-93.2247777143
1135,1135,LA,Washington,30.8671365,-89.9915658333
1136,1136,LA,Webster,32.710332,-93.352423
1137,1137,LA,West Baton Rouge,30.4792178,-91.3159586
1138,1138,LA,West Carroll,32.7891932,-91.4578252
1139,1139,LA,West Feliciana,30.9331698,-91.4580362
1140,1140,LA,Winn,31.9240957143,-92.6808958571
1141,1141,MA,Barnstable,41.7617902807,-70.2411746316
1142,1142,MA,Berkshire,42.3389655263,-73.2198372368
1143,1143,MA,Bristol,41.7941108889,-71.0973393556
1144,1144,MA,Dukes,41.40202975,-70.65508775
1145,1145,MA,Essex,42.6454507193,-70.9575237544
1146,1146,MA,Franklin,42.5772852903,-72.6260248065
1147,1147,MA,Hampden,42.1427138182,-72.5765678364
1148,1148,MA,Hampshire,42.3632247241,-72.7095526897
1149,1149,MA,Middlesex,42.4344479035,-71.3494215351
1150,1150,MA,Nantucket,41.2797966667,-70.0494046667
1151,1151,MA,Norfolk,42.1880575778,-71.1569870667
1152,1152,MA,Plymouth,41.985530623,-70.7799037869
1153,1153,MA,Suffolk,42.3391276923,-71.0088223077
1154,1154,MA,Worcester,42.3151230388,-71.8962203592
1155,1155,MD,Allegany,39.6014296818,-78.8138111364
1156,1156,MD,Anne Arundel,38.9992377674,-76.6006971628
1157,1157,MD,Baltimore,39.4291238113,-76.618075
1158,1158,MD,Baltimore City,39.299884814,-76.6179483256
1159,1159,MD,Calvert,38.5073944286,-76.5278890714
1160,1160,MD,Caroline,38.902742,-75.8571722632
1161,1161,MD,Carroll,39.5373912667,-77.0278662667
1162,1162,MD,Cecil,39.5415121765,-75.9554424706
1163,1163,MD,Charles,38.475165375,-76.968196625
1164,1164,MD,Dorchester,38.44510725,-76.057051625
1165,1165,MD,Frederick,39.4506629677,-77.4123891935
1166,1166,MD,Garrett,39.5471506667,-79.2267664444
1167,1167,MD,Harford,39.5437847619,-76.3117961429
1168,1168,MD,Howard,39.2207410952,-76.9111339524
1169,1169,MD,Kent,39.2873303333,-75.9982298889
1170,1170,MD,Montgomery,39.1168354384,-77.1586888767
1171,1171,MD,Prince Georges,38.8682169355,-76.8788089194
1172,1172,MD,Queen Annes,39.0601444615,-76.0587752308
1173,1173,MD,Saint Marys,38.2585234138,-76.577274931
1174,1174,MD,Somerset,38.0733790833,-75.8518030833
1175,1175,MD,Talbot,38.7723461875,-76.186027625
1176,1176,MD,Washington,39.57431084,-77.76015396
1177,1177,MD,Wicomico,38.3884887222,-75.6169258333
1178,1178,MD,Worcester,38.2553663333,-75.330181
1179,1179,ME,Androscoggin,44.15035288,-70.23192864
1180,1180,ME,Aroostook,46.6317562766,-68.4903794681
1181,1181,ME,Cumberland,43.9736954815,-70.3778491667
1182,1182,ME,Franklin,44.8182787,-70.272821
1183,1183,ME,Hancock,44.5054471277,-68.4340774894
1184,1184,ME,Kennebec,44.3915781176,-69.7795942941
1185,1185,ME,Knox,44.0919724091,-69.1256383636
1186,1186,ME,Lincoln,43.9843561,-69.5501338333
1187,1187,ME,Oxford,44.3672296471,-70.6604723235
1188,1188,ME,Penobscot,45.1350143,-68.79929344
1189,1189,ME,Piscataquis,45.5276465833,-69.2324869167
1190,1190,ME,Sagadahoc,43.92459,-69.8476642
1191,1191,ME,Somerset,44.9715945385,-69.6927945385
1192,1192,ME,Waldo,44.4805786,-69.1247436
1193,1193,ME,Washington,45.0001551562,-67.4778258125
1194,1194,ME,York,43.4548036905,-70.6888934524
1195,1195,MI,Alcona,44.6662574444,-83.5264944444
1196,1196,MI,Alger,46.3934516,-86.7490329
1197,1197,MI,Allegan,42.6129263529,-85.8503972353
1198,1198,MI,Alpena,44.9961038,-83.6140422
1199,1199,MI,Antrim,45.0095092222,-85.2302886667
1200,1200,MI,Arenac,44.0673155,-83.8263195
1201,1201,MI,Baraga,46.7340556,-88.41639
1202,1202,MI,Barry,42.6223286667,-85.3158053333
1203,1203,MI,Bay,43.6780636364,-83.9567504545
1204,1204,MI,Benzie,44.6309307143,-86.0482744286
1205,1205,MI,Berrien,41.9645547308,-86.5061957308
1206,1206,MI,Branch,41.9255605,-85.0764386667
1207,1207,MI,Calhoun,42.2220733333,-85.0481692
1208,1208,MI,Cass,41.900617,-85.9226907143
1209,1209,MI,Charlevoix,45.3338501429,-85.1450218571
1210,1210,MI,Cheboygan,45.4826279,-84.5523871
1211,1211,MI,Chippewa,46.29753195,-84.5345367
1212,1212,MI,Clare,43.960998,-84.848807
1213,1213,MI,Clinton,42.9577838,-84.6275594
1214,1214,MI,Crawford,44.7205036667,-84.6404086667
1215,1215,MI,Delta,45.8689659,-86.9913703
1216,1216,MI,Dickinson,45.9543076364,-87.8845743636
1217,1217,MI,Eaton,42.6321833077,-84.8361209231
1218,1218,MI,Emmet,45.5314293,-84.9045326
1219,1219,MI,Genesee,42.9984838611,-83.7098698889
1220,1220,MI,Gladwin,43.9555493333,-84.3646253333
1221,1221,MI,Gogebic,46.4112903333,-89.8142963333
1222,1222,MI,Grand Traverse,44.7232075,-85.5563116667
1223,1223,MI,Gratiot,43.2950415625,-84.6198741875
1224,1224,MI,Hillsdale,41.909513125,-84.54916325
1225,1225,MI,Houghton,47.0379750588,-88.6035799412
1226,1226,MI,Huron,43.8507061429,-83.0685665714
1227,1227,MI,Ingham,42.6577674722,-84.44612725
1228,1228,MI,Ionia,42.9720675385,-85.0491904615
1229,1229,MI,Iosco,44.332579875,-83.66659325
1230,1230,MI,Iron,46.1034924286,-88.5158285714
1231,1231,MI,Isabella,43.605228875,-84.860126
1232,1232,MI,Jackson,42.2370702105,-84.4252783158
1233,1233,MI,Kalamazoo,42.2496161739,-85.516664
1234,1234,MI,Kalkaska,44.711824,-85.1988083333
1235,1235,MI,Kent,43.0082267778,-85.5772305111
1236,1236,MI,Keweenaw,47.351352,-88.25944725
1237,1237,MI,Lake,43.978375,-85.8148036667
1238,1238,MI,Lapeer,43.08023825,-83.2408278333
1239,1239,MI,Leelanau,44.9542567778,-85.7830596667
1240,1240,MI,Lenawee,41.9120060455,-84.0662449545
1241,1241,MI,Livingston,42.5695401667,-83.8983716667
1242,1242,MI,Luce,46.4038755,-85.587065
1243,1243,MI,Mackinac,46.0433485,-85.0371487
1244,1244,MI,Macomb,42.62163915,-82.945513075
1245,1245,MI,Manistee,44.3481616,-86.1149178
1246,1246,MI,Marquette,46.4860311538,-87.6596876923
1247,1247,MI,Mason,43.9872028333,-86.215009
1248,1248,MI,Mecosta,43.6607494444,-85.3132802222
1249,1249,MI,Menominee,45.5582932857,-87.525185
1250,1250,MI,Midland,43.6705797273,-84.3582048182
1251,1251,MI,Missaukee,44.30510175,-85.059319
1252,1252,MI,Monroe,41.9011259444,-83.5332529444
1253,1253,MI,Montcalm,43.3225148333,-85.1502811111
1254,1254,MI,Montmorency,45.0010886667,-84.1381093333
1255,1255,MI,Muskegon,43.2921572,-86.1827186
1256,1256,MI,Newaygo,43.5773474286,-85.8218422857
1257,1257,MI,Oakland,42.6116383721,-83.3279252326
1258,1258,MI,Oceana,43.65107825,-86.295649875
1259,1259,MI,Ogemaw,44.3552678333,-84.09573
1260,1260,MI,Ontonagon,46.6533334444,-89.2760627778
1261,1261,MI,Osceola,43.9958755714,-85.3237411429
1262,1262,MI,Oscoda,44.68286325,-84.0740265
1263,1263,MI,Otsego,45.0044053333,-84.6184443333
1264,1264,MI,Ottawa,42.9644463158,-86.0546996316
1265,1265,MI,Presque Isle,45.3373056667,-83.8168671667
1266,1266,MI,Roscommon,44.3613616667,-84.6593835
1267,1267,MI,Saginaw,43.3725533043,-84.0210973478
1268,1268,MI,Saint Clair,42.8833201304,-82.6499558696
1269,1269,MI,Saint Joseph,41.9246027,-85.4553998
1270,1270,MI,Sanilac,43.4293022941,-82.7813379412
1271,1271,MI,Schoolcraft,46.0096458,-86.2872008
1272,1272,MI,Shiawassee,42.9125215,-84.1393900833
1273,1273,MI,Tuscola,43.4601886875,-83.4598435625
1274,1274,MI,Van Buren,42.2955080667,-86.02747
1275,1275,MI,Washtenaw,42.2546181579,-83.7790021053
1276,1276,MI,Wayne,42.2642935978,-83.2138734674
1277,1277,MI,Wexford,44.363721,-85.6191111667
1278,1278,MN,Aitkin,46.5837925,-93.416208125
1279,1279,MN,Anoka,45.2212635833,-93.2655415
1280,1280,MN,Becker,46.9202583846,-95.6971443077
1281,1281,MN,Beltrami,47.8690085714,-94.8713688571
1282,1282,MN,Benton,45.697313,-93.9971886
1283,1283,MN,Big Stone,45.4375427143,-96.4793804286
1284,1284,MN,Blue Earth,44.036686,-94.027806
1285,1285,MN,Brown,44.2434562857,-94.7062107143
1286,1286,MN,Carlton,46.5978103636,-92.6595420909
1287,1287,MN,Carver,44.8120446111,-93.7754123333
1288,1288,MN,Cass,46.995887,-94.3328438333
1289,1289,MN,Chippewa,45.026903,-95.5968934
1290,1290,MN,Chisago,45.4711925833,-92.880122
1291,1291,MN,Clay,46.8942568,-96.4900744
1292,1292,MN,Clearwater,47.6058588,-95.4043566
1293,1293,MN,Cook,47.753344,-90.4517278333
1294,1294,MN,Cottonwood,43.9730398333,-95.1218816667
1295,1295,MN,Crow Wing,46.4879644,-94.0939188
1296,1296,MN,Dakota,44.74531755,-93.11912095
1297,1297,MN,Dodge,44.0366066667,-92.8563151667
1298,1298,MN,Douglas,45.9340474,-95.4464811
1299,1299,MN,Faribault,43.6787927273,-93.9275944545
1300,1300,MN,Fillmore,43.6739005,-92.0399413333
1301,1301,MN,Freeborn,43.6989018571,-93.4006693571
1302,1302,MN,Goodhue,44.406926,-92.7184097
1303,1303,MN,Grant,45.9335328571,-95.941152
1304,1304,MN,Hennepin,44.9859969327,-93.4174413365
1305,1305,MN,Houston,43.6678048571,-91.470266
1306,1306,MN,Hubbard,47.0400211667,-94.9055098333
1307,1307,MN,Isanti,45.635618,-93.2894068333
1308,1308,MN,Itasca,47.395458,-93.55779392
1309,1309,MN,Jackson,43.7074872,-95.1970764
1310,1310,MN,Kanabec,45.8759905,-93.3502065
1311,1311,MN,Kandiyohi,45.136025,-95.012039
1312,1312,MN,Kittson,48.7487126,-96.8359255
1313,1313,MN,Koochiching,48.2974004545,-93.7661291818
1314,1314,MN,Lac Qui Parle,45.0282686,-96.199767
1315,1315,MN,Lake,47.3101333333,-91.4533101667
1316,1316,MN,Lake Of The Woods,48.830411,-94.8876835
1317,1317,MN,Le Sueur,44.3384078889,-93.7106788889
1318,1318,MN,Lincoln,44.3748454,-96.2362374
1319,1319,MN,Lyon,44.4211552,-95.8717548
1320,1320,MN,Mahnomen,47.280657,-95.87444875
1321,1321,MN,Marshall,48.3354948182,-96.6354186364
1322,1322,MN,Martin,43.7062162,-94.5785603
1323,1323,MN,Mcleod,44.844778,-94.18504875
1324,1324,MN,Meeker,45.1450717143,-94.5175875714
1325,1325,MN,Mille Lacs,45.845940125,-93.61533325
1326,1326,MN,Morrison,46.0068536154,-94.3514161538
1327,1327,MN,Mower,43.6633802857,-92.7583267857
1328,1328,MN,Murray,43.9726575,-95.70541275
1329,1329,MN,Nicollet,44.2910624,-94.1838752
1330,1330,MN,Nobles,43.6705552727,-95.8002265455
1331,1331,MN,Norman,47.2898566667,-96.5552806667
1332,1332,MN,Olmsted,44.0106943636,-92.4093841818
1333,1333,MN,Otter Tail,46.3961665,-95.72824595
1334,1334,MN,Pennington,48.0784866667,-96.0556063333
1335,1335,MN,Pine,46.1168011538,-92.860198
1336,1336,MN,Pipestone,43.97999825,-96.243146125
1337,1337,MN,Polk,47.7430114118,-96.3544085882
1338,1338,MN,Pope,45.6612008333,-95.504978
1339,1339,MN,Ramsey,44.9943320513,-93.1092494103
1340,1340,MN,Red Lake,47.8500035,-96.05619375
1341,1341,MN,Redwood,44.3984642857,-95.3010813571
1342,1342,MN,Renville,44.6980489,-94.9686631
1343,1343,MN,Rice,44.372754375,-93.311703625
1344,1344,MN,Rock,43.664393625,-96.242485625
1345,1345,MN,Roseau,48.7823141111,-95.8178163333
1346,1346,MN,Saint Louis,47.3799672963,-92.4187185741
1347,1347,MN,Scott,44.6560402857,-93.484194
1348,1348,MN,Sherburne,45.449388,-93.7573396667
1349,1349,MN,Sibley,44.5921644286,-94.205389
1350,1350,MN,Stearns,45.5436645,-94.5908701471
1351,1351,MN,Steele,44.0204974,-93.2349172
1352,1352,MN,Stevens,45.5887874,-95.9802708
1353,1353,MN,Swift,45.2795524286,-95.6636985714
1354,1354,MN,Todd,46.058864,-94.911847
1355,1355,MN,Traverse,45.755943,-96.56262325
1356,1356,MN,Wabasha,44.2653536667,-92.2713465556
1357,1357,MN,Wadena,46.5730515,-94.9729388333
1358,1358,MN,Waseca,44.00129475,-93.595446
1359,1359,MN,Washington,45.0147455,-92.9053556111
1360,1360,MN,Watonwan,43.980029,-94.6308464286
1361,1361,MN,Wilkin,46.3094011429,-96.4863948571
1362,1362,MN,Winona,44.0103784,-91.8033242
1363,1363,MN,Wright,45.1791217097,-93.9247465806
1364,1364,MN,Yellow Medicine,44.7140504286,-95.7307194286
1365,1365,MO,Adair,40.2065516,-92.5465366
1366,1366,MO,Andrew,39.98018875,-94.81480125
1367,1367,MO,Atchison,40.4224998,-95.416327
1368,1368,MO,Audrain,39.207267375,-91.719735125
1369,1369,MO,Barry,36.7054151818,-93.9064839091
1370,1370,MO,Barton,37.4849072,-94.3779372
1371,1371,MO,Bates,38.2596367,-94.387739
1372,1372,MO,Benton,38.3702986,-93.3182956
1373,1373,MO,Bollinger,37.2959494444,-90.0407212222
1374,1374,MO,Boone,38.9624903889,-92.2633105
1375,1375,MO,Buchanan,39.7003494615,-94.8220922308
1376,1376,MO,Butler,36.7138638889,-90.3728217778
1377,1377,MO,Caldwell,39.6491661429,-93.9802867143
1378,1378,MO,Callaway,38.7772044545,-91.9402739091
1379,1379,MO,Camden,38.0603611,-92.7458195
1380,1380,MO,Cape Girardeau,37.389429,-89.70188375
1381,1381,MO,Carroll,39.4217987778,-93.3902992222
1382,1382,MO,Carter,36.93320525,-90.96022225
1383,1383,MO,Cass,38.6609908333,-94.352518
1384,1384,MO,Cedar,37.72565075,-93.91565175
1385,1385,MO,Chariton,39.517539375,-93.05769075
1386,1386,MO,Christian,36.94697,-93.1779554167
1387,1387,MO,Clark,40.4079718571,-91.6756002857
1388,1388,MO,Clay,39.2753095652,-94.4521285652
1389,1389,MO,Clinton,39.6052153333,-94.4554413333
1390,1390,MO,Cole,38.5089822353,-92.2857028235
1391,1391,MO,Cooper,38.8419678571,-92.7792362857
1392,1392,MO,Crawford,37.9424285,-91.3218275
1393,1393,MO,Dade,37.4051283333,-93.8501871667
1394,1394,MO,Dallas,37.6808348333,-93.0534608333
1395,1395,MO,Daviess,39.9761491111,-93.9943521111
1396,1396,MO,Dekalb,39.880073375,-94.440658
1397,1397,MO,Dent,37.611142,-91.5194438333
1398,1398,MO,Douglas,36.93722675,-92.54065775
1399,1399,MO,Dunklin,36.2653705833,-90.1164399167
1400,1400,MO,Franklin,38.4259826842,-91.0186162632
1401,1401,MO,Gasconade,38.4829127143,-91.5262932857
1402,1402,MO,Gentry,40.1739513333,-94.4040318333
1403,1403,MO,Greene,37.2392952083,-93.3404612083
1404,1404,MO,Grundy,40.12440225,-93.512619
1405,1405,MO,Harrison,40.409114875,-94.018232
1406,1406,MO,Henry,38.3806474286,-93.8079572857
1407,1407,MO,Hickory,37.9333811429,-93.3435232857
1408,1408,MO,Holt,40.0904148,-95.1928676
1409,1409,MO,Howard,39.1379362,-92.7466142
1410,1410,MO,Howell,36.7540967,-91.8993298
1411,1411,MO,Iron,37.5668209091,-90.7970058182
1412,1412,MO,Jackson,39.0238875238,-94.419014869
1413,1413,MO,Jasper,37.18744255,-94.342492
1414,1414,MO,Jefferson,38.284354,-90.5264947
1415,1415,MO,Johnson,38.7192165,-93.7786525
1416,1416,MO,Knox,40.1391288571,-92.1946868571
1417,1417,MO,Laclede,37.608479,-92.5919128333
1418,1418,MO,Lafayette,39.0687532308,-93.7658952308
1419,1419,MO,Lawrence,37.0727738889,-93.8215677778
1420,1420,MO,Lewis,40.067809625,-91.737110375
1421,1421,MO,Lincoln,39.046916,-90.9576635455
1422,1422,MO,Linn,39.8574577778,-93.1183507778
1423,1423,MO,Livingston,39.7755812857,-93.5572455714
1424,1424,MO,Macon,39.8208343,-92.5671838
1425,1425,MO,Madison,37.452078,-90.286181
1426,1426,MO,Maries,38.16338075,-91.905251
1427,1427,MO,Marion,39.8346994,-91.5999756
1428,1428,MO,Mcdonald,36.6318426667,-94.4061832222
1429,1429,MO,Mercer,40.4142835,-93.5775005
1430,1430,MO,Miller,38.2256025556,-92.433998
1431,1431,MO,Mississippi,36.8436171667,-89.2947846667
1432,1432,MO,Moniteau,38.641284875,-92.617792
1433,1433,MO,Monroe,39.4823163333,-91.9749101667
1434,1434,MO,Montgomery,38.95634075,-91.43082075
1435,1435,MO,Morgan,38.402978,-92.85909075
1436,1436,MO,New Madrid,36.6255197143,-89.7015772857
1437,1437,MO,Newton,36.8905046364,-94.2853277273
1438,1438,MO,Nodaway,40.3412355625,-94.894963625
1439,1439,MO,Oregon,36.6403424,-91.477124
1440,1440,MO,Osage,38.4680426667,-91.9257992222
1441,1441,MO,Ozark,36.6354371333,-92.4354116667
1442,1442,MO,Pemiscot,36.1955518182,-89.8078805455
1443,1443,MO,Perry,37.6823378571,-89.7168822857
1444,1444,MO,Pettis,38.71443975,-93.269850875
1445,1445,MO,Phelps,37.8320833333,-91.8586547778
1446,1446,MO,Pike,39.372847875,-91.09047525
1447,1447,MO,Platte,39.3212442941,-94.7499639412
1448,1448,MO,Polk,37.6129324615,-93.4225506923
1449,1449,MO,Pulaski,37.830027,-92.203011
1450,1450,MO,Putnam,40.4746104,-93.0183178
1451,1451,MO,Ralls,39.54107575,-91.45354625
1452,1452,MO,Randolph,39.426069,-92.445912625
1453,1453,MO,Ray,39.3139252857,-94.0161685714
1454,1454,MO,Reynolds,37.3196505714,-91.0343828571
1455,1455,MO,Ripley,36.6591951667,-90.8440948333
1456,1456,MO,Saint Charles,38.7542385,-90.6952136875
1457,1457,MO,Saint Clair,38.0539266667,-93.737536
1458,1458,MO,Saint Francois,37.8466657,-90.4951823
1459,1459,MO,Saint Louis,38.6477157222,-90.4021961111
1460,1460,MO,Saint Louis City,38.6428208718,-90.2423294103
1461,1461,MO,Sainte Genevieve,37.9018535,-90.159236
1462,1462,MO,Saline,39.1376686667,-93.2192224444
1463,1463,MO,Schuyler,40.4582398,-92.542297
1464,1464,MO,Scotland,40.4253964,-92.1451532
1465,1465,MO,Scott,37.0688984545,-89.5738348182
1466,1466,MO,Shannon,37.0894896,-91.3717028
1467,1467,MO,Shelby,39.772016125,-92.08505525
1468,1468,MO,Stoddard,36.9121609091,-89.9298057273
1469,1469,MO,Stone,36.748505,-93.4313067778
1470,1470,MO,Sullivan,40.231529375,-93.0801435
1471,1471,MO,Taney,36.6582723889,-93.0857570556
1472,1472,MO,Texas,37.322196375,-91.9641119375
1473,1473,MO,Vernon,37.798688,-94.36057725
1474,1474,MO,Warren,38.7266996,-91.1202898
1475,1475,MO,Washington,37.920103875,-90.7899325
1476,1476,MO,Wayne,37.1180526429,-90.4408201429
1477,1477,MO,Webster,37.2447217143,-92.8868102857
1478,1478,MO,Worth,40.4935938,-94.4543086
1479,1479,MO,Wright,37.251011,-92.4757062857
1480,1480,MS,Adams,31.482032,-91.3849282
1481,1481,MS,Alcorn,34.8709365,-88.52410425
1482,1482,MS,Amite,31.2226765,-90.8186985
1483,1483,MS,Attala,33.0770148,-89.61124
1484,1484,MS,Benton,34.717951,-89.1762103333
1485,1485,MS,Bolivar,33.7992100625,-90.853291375
1486,1486,MS,Calhoun,33.9216077778,-89.3366714444
1487,1487,MS,Carroll,33.4851584286,-89.9108918571
1488,1488,MS,Chickasaw,33.9248532857,-88.9522188571
1489,1489,MS,Choctaw,33.296347,-89.2874406667
1490,1490,MS,Claiborne,31.9732786667,-90.8911693333
1491,1491,MS,Clarke,32.0560568,-88.771091
1492,1492,MS,Clay,33.649737,-88.717766
1493,1493,MS,Coahoma,34.2414597273,-90.5767852727
1494,1494,MS,Copiah,31.8967694,-90.3562408
1495,1495,MS,Covington,31.636172,-89.5681303333
1496,1496,MS,De Soto,34.9117353333,-90.0063357778
1497,1497,MS,Forrest,31.245919375,-89.301036875
1498,1498,MS,Franklin,31.4756185,-90.937935
1499,1499,MS,George,30.866791,-88.649035
1500,1500,MS,Greene,31.20630475,-88.699189
1501,1501,MS,Grenada,33.7695613333,-89.8113416667
1502,1502,MS,Hancock,30.3487626667,-89.45619
1503,1503,MS,Harrison,30.4335809333,-89.0753338
1504,1504,MS,Hinds,32.3098814737,-90.3353311053
1505,1505,MS,Holmes,33.1036797143,-90.028723
1506,1506,MS,Humphreys,33.1270258,-90.537522
1507,1507,MS,Issaquena,32.711257,-90.952716
1508,1508,MS,Itawamba,34.2688354,-88.3599648
1509,1509,MS,Jackson,30.5034666154,-88.6197231538
1510,1510,MS,Jasper,32.003864375,-89.102160625
1511,1511,MS,Jefferson,31.73162025,-90.97614175
1512,1512,MS,Jefferson Davis,31.5937603333,-89.8444763333
1513,1513,MS,Jones,31.6532812222,-89.1623517778
1514,1514,MS,Kemper,32.81880475,-88.6320775
1515,1515,MS,Lafayette,34.345729375,-89.48079325
1516,1516,MS,Lamar,31.181711,-89.512006
1517,1517,MS,Lauderdale,32.4258126923,-88.6683671538
1518,1518,MS,Lawrence,31.5629078333,-90.1021171667
1519,1519,MS,Leake,32.6958558,-89.4848318
1520,1520,MS,Lee,34.2658879167,-88.6904855
1521,1521,MS,Leflore,33.54465825,-90.298840125
1522,1522,MS,Lincoln,31.5048322,-90.429414
1523,1523,MS,Lowndes,33.4878954,-88.4693957
1524,1524,MS,Madison,32.6101365,-90.09416575
1525,1525,MS,Marion,31.1971195,-89.88925575
1526,1526,MS,Marshall,34.830694,-89.513948125
1527,1527,MS,Monroe,33.873709,-88.4036491111
1528,1528,MS,Montgomery,33.50769925,-89.580995
1529,1529,MS,Neshoba,32.699154,-89.114395
1530,1530,MS,Newton,32.4002522857,-89.1046315714
1531,1531,MS,Noxubee,33.1428726667,-88.562201
1532,1532,MS,Oktibbeha,33.426685,-88.8620715
1533,1533,MS,Panola,34.3548958571,-89.9762141429
1534,1534,MS,Pearl River,30.655242,-89.6179358
1535,1535,MS,Perry,31.2467875,-88.97596575
1536,1536,MS,Pike,31.1568047143,-90.4190277143
1537,1537,MS,Pontotoc,34.260675,-89.0431658333
1538,1538,MS,Prentiss,34.5924515,-88.50330125
1539,1539,MS,Quitman,34.2278747143,-90.269713
1540,1540,MS,Rankin,32.2839578,-89.9849575333
1541,1541,MS,Scott,32.44284725,-89.520073
1542,1542,MS,Sharkey,32.8808805,-90.8482768333
1543,1543,MS,Simpson,31.9207077143,-89.9171744286
1544,1544,MS,Smith,31.9051926667,-89.4786033333
1545,1545,MS,Stone,30.780641,-89.1240736667
1546,1546,MS,Sunflower,33.6051351,-90.5649012
1547,1547,MS,Tallahatchie,33.9486181,-90.2193918
1548,1548,MS,Tate,34.67341025,-89.9570375
1549,1549,MS,Tippah,34.7758836667,-88.908111
1550,1550,MS,Tishomingo,34.6956622,-88.2463844
1551,1551,MS,Tunica,34.64241825,-90.34278625
1552,1552,MS,Union,34.47472,-89.0282625
1553,1553,MS,Walthall,31.175558,-90.090824
1554,1554,MS,Warren,32.3901178,-90.8314002
1555,1555,MS,Washington,33.2899325714,-90.9712615
1556,1556,MS,Wayne,31.6116706667,-88.652316
1557,1557,MS,Webster,33.5867754,-89.2632716
1558,1558,MS,Wilkinson,31.154901,-91.2498725
1559,1559,MS,Winston,33.041219,-89.0882115
1560,1560,MS,Yalobusha,34.0450096,-89.7152134
1561,1561,MS,Yazoo,32.764751,-90.4172964286
1562,1562,MT,Beaverhead,45.304600125,-113.020614875
1563,1563,MT,Big Horn,45.4890734,-107.4829025
1564,1564,MT,Blaine,48.4207777143,-108.935633571
1565,1565,MT,Broadwater,46.33816175,-111.552835
1566,1566,MT,Carbon,45.3251308,-109.0387366
1567,1567,MT,Carter,45.6331832,-104.559253
1568,1568,MT,Cascade,47.400979,-111.374266333
1569,1569,MT,Chouteau,47.8536935714,-110.419473286
1570,1570,MT,Custer,46.35492725,-105.5455915
1571,1571,MT,Daniels,48.7797525,-105.53634975
1572,1572,MT,Dawson,47.32703925,-104.97377825
1573,1573,MT,Deer Lodge,46.1882445,-112.9105815
1574,1574,MT,Fallon,46.306156,-104.407845
1575,1575,MT,Fergus,47.2303904545,-109.361865182
1576,1576,MT,Flathead,48.2902367895,-114.228182211
1577,1577,MT,Gallatin,45.5328142143,-111.187304357
1578,1578,MT,Garfield,47.3964346,-107.0107262
1579,1579,MT,Glacier,48.6614856,-113.0735736
1580,1580,MT,Golden Valley,46.3811925,-109.130368
1581,1581,MT,Granite,46.475526,-113.296628
1582,1582,MT,Hill,48.5298522857,-110.176978286
1583,1583,MT,Jefferson,46.1825015,-112.035492167
1584,1584,MT,Judith Basin,47.1005466,-110.1540506
1585,1585,MT,Lake,47.6269291667,-114.192791583
1586,1586,MT,Lewis And Clark,46.8613278667,-112.187819667
1587,1587,MT,Liberty,48.54870325,-111.18543475
1588,1588,MT,Lincoln,48.6011207143,-115.316861286
1589,1589,MT,Madison,45.3495943636,-111.933978455
1590,1590,MT,Mccone,47.536087,-105.733535333
1591,1591,MT,Meagher,46.629465,-110.953882
1592,1592,MT,Mineral,47.2714805,-115.122200833
1593,1593,MT,Missoula,46.9891971765,-113.944132412
1594,1594,MT,Musselshell,46.49977275,-108.195432
1595,1595,MT,Park,45.3845378889,-110.475143111
1596,1596,MT,Petroleum,47.087847,-108.2019515
1597,1597,MT,Phillips,48.2751541667,-107.913094833
1598,1598,MT,Pondera,48.212557,-112.190296167
1599,1599,MT,Powder River,45.3687633333,-105.568186333
1600,1600,MT,Powell,46.6504257143,-112.776241857
1601,1601,MT,Prairie,46.8370833333,-105.334373667
1602,1602,MT,Ravalli,46.2255752,-114.0907852
1603,1603,MT,Richland,47.685009,-104.2844212
1604,1604,MT,Roosevelt,48.22529625,-104.77416425
1605,1605,MT,Rosebud,45.9736588182,-106.803923182
1606,1606,MT,Sanders,47.7022838889,-115.132784556
1607,1607,MT,Sheridan,48.7014167778,-104.523551222
1608,1608,MT,Silver Bow,45.93665275,-112.6603415
1609,1609,MT,Stillwater,45.66925375,-109.342652
1610,1610,MT,Sweet Grass,45.76491075,-109.903955
1611,1611,MT,Teton,47.8504168333,-112.122928333
